,Unnamed: 0,conm,tic,CUSIP,Date of IPO,IS_SPAC,matched_name
8589,7759,Biosite Diagnostics,BSTE,90945106,,False,"('BIOSITE INC', 86)"
8590,7760,Birman Managed Care Inc,BMAN,90883109,,False,"('QUALYS INC', 86)"
8591,7761,DAOU Systems Inc,DAOU,237015102,,False,"('DAOU SYSTEMS INC', 100)"
8592,7762,Profile Technology Inc,PRTK,743164105,,False,"('PROFILE TECHNOLOGIES INC', 91)"
8593,7763,Qualix Group Inc,QLIX,747586105,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8594,7764,Radiant Systems Inc,RADS,75025N102,,False,"('RADIANT SYSTEMS INC', 100)"
8595,7765,Wesley Jessen,WJCO,951018100,,False,"('WESTERN WIRELESS CORP  -CL A', 59)"
8596,7766,Advanced Electronic Support,AESP,7534100,,False,"('SUPPORT.COM INC', 86)"
8597,7767,Gentle Dental Service Corp,GNTL,37245B102,,False,"('GENZYME CORP', 86)"
8598,7768,Silgan Holdings Inc,SLGN,827048109,,False,"('SILGAN HOLDINGS INC', 100)"
8599,7769,ILOG SA,ILOGY,452360100,,False,"('ILOG SA', 100)"
8600,7770,Judge Group Inc,JUDG,481271104,,False,"('JUDGE GROUP INC', 100)"
8601,7771,SAC Technologies Inc,SACM,78386P104,,False,"('WISA TECHNOLOGIES INC', 93)"
8602,7772,TTR Inc,TTRF,87305U10,,False,"('SHUTTERSTOCK INC', 86)"
8603,7773,Micro Therapeutics Inc,MTIX,59500W100,,False,"('MICRO THERAPEUTICS INC', 100)"
8604,7774,VDI Media,VDIM,917916108,,False,"('LIBERTY MEDIA SIRIUSXM GROUP', 86)"
8605,7775,Apex PC Solutions Inc,APEX,37945102,,False,"('PEC SOLUTIONS INC', 89)"
8606,7776,Complete Wellness Centers Inc,CMWL,20452H103,,False,"('SHUTTERSTOCK INC', 86)"
8607,7777,Brylane Inc,BYL,117661108,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8608,7778,ILEX Oncology Inc,ILXO,451923106,,False,"('ILEX ONCOLOGY INC', 100)"
8609,7779,Metropolitan Health Networks,MDPA,592142111,,False,"('NOVO NETWORKS INC', 86)"
8610,7780,Overland Data Inc,OVRL,690213103,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8611,7781,US Rentals Inc,USR,902966100,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8612,7782,Michigan Heritage Bancorp Inc,,59451T106,,False,"('BANCORP INC', 90)"
8613,7783,Deltek Systems Inc,DLTK,24785A108,,False,"('SYS', 90)"
8614,7784,Edge Petroleum Corp,EPEX,279862106,,False,"('EDGE PETROLEUM CORP', 100)"
8615,7785,IONA Technologies,IONAY,46206P109,,False,"('IONA TECHNOLOGIES PLC', 95)"
8616,7786,Special Metals Corp,SMCX,84741Y103,,False,"('GENZYME CORP', 86)"
8617,7787,NACT Telecommunications(GST),NACT,62872G109,,False,"('HOT TELECOMMUNICATION SYS', 81)"
8618,7788,Superior Supplements Inc,,868350108,,False,"('NTS INC', 90)"
8619,7789,Esprit Telecom Group PLC,ESPRY,29665W104,,False,"('HSBC HLDGS PLC', 86)"
8620,7790,First Aviation Services Inc,FAVS,31865W108,,False,"('FIRST AVIATION SERVICES INC', 100)"
8621,7791,Vistana Inc,VSTN,92839P108,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8622,7792,General Cigar Holdings Inc,MPP,36933P100,,False,"('GENERAC HOLDINGS INC', 87)"
8623,7793,Mercury Waste Solutions Inc,MWSI,589413103,,False,"('MERCURY WASTE SOLUTIONS INC', 100)"
8624,7794,AmeriTrade Holding Corp,AMTD,03072H109,,False,"('TD AMERITRADE HOLDING CORP', 95)"
8625,7795,Freepages Group PLC,FREEY,356616102,,False,"('AVIVA PLC', 86)"
8626,7796,Aviation Distributors Inc,ADIN,05366P101,,False,"('SHUTTERSTOCK INC', 86)"
8627,7797,Riviera Tool Co,RTC,769648106,,False,"('RIVIERA TOOL CO', 100)"
8628,7798,Zindart Industrial Co Ltd,ZNDTY,989597109,,False,"('VOLITIONRX LTD', 86)"
8629,7799,Complete Business Solutions,CBSL,20452F107,,False,"('CHARAH SOLUTIONS', 86)"
8630,7800,Nationwide Financial Services,NFS,638612101,,False,"('VOYA FINANCIAL INC', 86)"
8631,7801,Emcore Corp,EMKR,290846104,,False,"('EMCORE CORP', 100)"
8632,7802,Euronet Services Inc,EEFT,298736109,,False,"('QUALYS INC', 86)"
8633,7803,ATL Products Inc,ATLPA,00207M102,,False,"('HORIZON MEDICAL PRODUCTS INC', 87)"
8634,7804,Kos Pharmaceuticals Inc,KOSP,500648100,,False,"('KOS PHARMACEUTICALS INC', 100)"
8635,7805,Pluma Inc,PLU,729272104,,False,"('SHUTTERSTOCK INC', 86)"
8636,7806,Ramco Energy PLC,RCO,75144Q101,,False,"('TORTOISE ENERGY INDEPENDENCE', 86)"
8637,7807,Storage Dimensions Inc,STDM,86210Y100,,False,"('QUALYS INC', 86)"
8638,7808,Total Control Products Inc,TCPS,89149V106,,False,"('SHUTTERSTOCK INC', 86)"
8639,7809,Macrovision Corp,MVSN,555904101,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
8640,7810,ProMedCo Management Company,PMCO,74342L105,,False,"('TELIA COMPANY AB', 86)"
8641,7811,Racom Systems,RCOM,750085102,,False,"('SYS', 90)"
8642,7812,Thermacell Technologies Inc,VCLL,883430100,,False,"('SHUTTERSTOCK INC', 86)"
8643,7813,Guitar Center Inc,GTRC,402040109,,False,"('GUITAR CENTER INC', 100)"
8644,7814,NeoMagic Corp,NMGC,640497103,,False,"('NEOMAGIC CORP', 100)"
8645,7815,Euro Tech Holdings Company Ltd,CLWTF,G32030101,,False,"('EURO TECH HOLDINGS CO LTD', 91)"
8646,7816,Colonial Downs Holdings Inc,CDWN,19564H100,,False,"('SHUTTERSTOCK INC', 86)"
8647,7817,Endocardial Solutions Inc,ECSI,292962107,,False,"('ENDOCARDIAL SOLUTIONS INC', 100)"
8648,7818,Fieldworks Inc,FWRX,31659P103,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8649,7819,Genisys Reservation Systems,GENS,372299107,,False,"('VEEVA SYSTEMS INC', 86)"
8650,7820,Jenna Lane Inc,JLNY,476142104,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8651,7821,Omniquip International Inc,OMQP,681969101,,False,"('LJ INTERNATIONAL INC', 87)"
8652,7822,PalEx Inc,PALX,696368109,,False,"('SHUTTERSTOCK INC', 86)"
8653,7823,Physicians Specialty Corp,ENTS,718934102,,False,"('GENZYME CORP', 86)"
8654,7824,Cell Therapeutics Inc,CTIC,150934107,,False,"('CELLDEX THERAPEUTICS INC', 93)"
8655,7825,Intrawest Corp,IDR,460915200,,False,"('WEST CORP', 90)"
8656,7826,Hamilton Bancorp,HABK,407013101,,False,"('HAMILTON BANCORP INC/MD', 95)"
8657,7827,Asia Pacific Wire & Cable Corp,AWC,G0535E106,,False,"('ASIA PACIFIC WIRE&CABLE CORP', 97)"
8658,7828,Chicago Bridge and Iron Co NV,CBI,N19808109,,False,"('CHICAGO BRIDGE & IRON CO', 95)"
8659,7829,IAT Multimedia Inc,IATA,449202100,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8660,7830,AHL Services Inc,AHLS,1296102,,False,"('AHL SERVICES INC', 100)"
8661,7831,Commodore Separation Tech,CXOT,202909107,,False,"('JIANPU TECH -ADR', 86)"
8662,7832,Gulf Island Fabrication Inc,GIFI,402307102,,False,"('GULF ISLAND FABRICATION INC', 100)"
8663,7833,Objective Communication Inc,OCOM,674421102,,False,"('SHUTTERSTOCK INC', 86)"
8664,7834,e-NET Inc,ETEL,268745106,,False,"('ENETI INC', 89)"
8665,7835,Nexar Technologies Inc,NEXR,65332P106,,False,"('EXELA TECHNOLOGIES INC', 91)"
8666,7836,Peregrine Systems Inc,PRGN,71366Q101,,False,"('PEREGRINE SYSTEMS INC', 100)"
8667,7837,Meade Instruments Corp,MEAD,583062104,,False,"('MEADE INSTRUMENTS CORP', 100)"
8668,7838,Scoop Inc,SCPI,809136104,,False,"('SHUTTERSTOCK INC', 86)"
8669,7839,BEA Systems Inc,BEAS,73325102,,False,"('BEA SYSTEMS INC', 100)"
8670,7840,Frost Hanna Capital Group Inc,,359250107,,False,"('SHUTTERSTOCK INC', 86)"
8671,7841,Valley National Gases Inc,VNGI,919792101,,False,"('VALLEY NATIONAL GASES INC', 100)"
8672,7842,AccelGraphics Inc,ACCL,00430P104,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8673,7843,Take-Two Interactive Software,TTWO,874054109,,False,"('TAKE-TWO INTERACTIVE SFTWR', 95)"
8674,7844,ASI Solutions Inc,ASIS,00206F108,,False,"('SSP SOLUTIONS INC', 88)"
8675,7845,Cornerstone Properties Inc,CPP,21922H103,,False,"('SHUTTERSTOCK INC', 86)"
8676,7846,DeCrane Aircraft Holdings Inc,DAHX,243662103,,False,"('SHUTTERSTOCK INC', 86)"
8677,7847,Wheels Sports Group Inc,WHEL,963278106,,False,"('QUALYS INC', 86)"
8678,7848,D.G. Jewellery of Canada Ltd,DGJLF,23321U107,,False,"('VOLITIONRX LTD', 86)"
8679,7849,Essex International,SXC,297025108,,False,"('PRA INTERNATIONAL', 83)"
8680,7850,ONSALE Inc,ONSL,682838107,,False,"('SHUTTERSTOCK INC', 86)"
8681,7851,Cornerstone Realty Income Tr,TCR,21922V102,,False,"('CORNERSTONE RLTY INCOME TR I', 93)"
8682,7852,Dunn Computer Corporation,DNCC,265764100,,False,"('DIAL CORPORATION', 86)"
8683,7853,Go2Net Inc,GNET,383486107,,False,"('SHUTTERSTOCK INC', 86)"
8684,7854,Hertz Corp,HRZ,428040109,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
8685,7855,Univec Inc,UNVC,91335U108,,False,"('SHUTTERSTOCK INC', 86)"
8686,7856,Bionx Implants Inc,BINX,09064Q106,,False,"('NTS INC', 90)"
8687,7857,General Credit Corp,LOAN,369451109,,False,"('GENZYME CORP', 86)"
8688,7858,Long Beach Financial,LBFC,542446109,,False,"('LONG ISLAND FINANCIAL CORP', 78)"
8689,7859,International CompuTex Inc,ICIQ,459337101,,False,"('COMPX INTERNATIONAL INC', 89)"
8690,7860,MuniHoldings Fund Inc,MHD,62625H107,,False,"('QUALYS INC', 86)"
8691,7861,All Communications Corporation,,16628109,,False,"('DIAL CORPORATION', 86)"
8692,7862,DOCdata(Koninklijke Begemann),DOCD,25608A100,,False,"('KONINKLIJKE KPN NV', 86)"
8693,7863,Flagstar Bancorp Inc,FLGS,337930101,,False,"('FLAGSTAR BANCORP INC', 100)"
8694,7864,Weider Nutrition International,WNI,948603105,,False,"('LJ INTERNATIONAL INC', 86)"
8695,7865,Brookdale Living Communities,BLCI,112462106,,False,"('BROOKDALE SENIOR LIVING INC', 70)"
8696,7866,DTM Corp,DTMC,23333L103,,False,"('ADT CORP', 88)"
8697,7867,Marine Management Systems Inc,MMSY,568278105,,False,"('SHUTTERSTOCK INC', 86)"
8698,7868,HomeCom Communications Inc,HCOM,43738N108,,False,"('MCK COMMUNICATIONS INC', 88)"
8699,7869,Kaynar Technologies Inc,KTIC,486605108,,False,"('DAYSTAR TECHNOLOGIES INC', 89)"
8700,7870,Journal Register Co,JRC,481138105,,False,"('JOURNAL REGISTER CO', 100)"
8701,7871,Brigham Exploration Co,BEXP,109178103,,False,"('BRIGHAM EXPLORATION CO', 100)"
8702,7872,Great Lakes REIT Inc,GL,390752103,,False,"('GREAT LAKES REIT INC', 100)"
8703,7873,2Connect Express Inc,,901860205,,False,"('EXPRESS INC', 90)"
8704,7874,Knoll Inc,KNL,498904101,,False,"('KROLL INC', 89)"
8705,7875,Augment Systems Inc,AUGS,51058105,,False,"('SYS', 90)"
8706,7876,ASD Group Inc,ASDG,1988104,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8707,7877,Rambus Inc,RMBS,750917106,,False,"('RAMBUS INC', 100)"
8708,7878,Hawaiian Natural Water Company,HNWC,419883103,,False,"('FIRST HAWAIIAN INC', 86)"
8709,7879,PC411 Inc,PCFR,70453T101,,False,"('SHUTTERSTOCK INC', 86)"
8710,7880,Amazon.com Inc,AMZN,23135106,,False,"('AMAZON.COM INC', 100)"
8711,7881,First Sierra Financial Inc,FSFH,335944104,,False,"('SHUTTERSTOCK INC', 86)"
8712,7882,General Cable Corp,GCN,369300108,,False,"('GENZYME CORP', 86)"
8713,7883,LHS Group Inc,LHSG,501938104,,False,"('LHC GROUP INC', 92)"
8714,7884,Westfield America Inc,WEA,95991010,,False,"('QUALYS INC', 86)"
8715,7885,Pivot Rules Inc,PVTR,725810204,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8716,7886,G Willi-Food International,WILCF,M52523103,,False,"('G WILLI-FOOD INTERNATIONAL', 100)"
8717,7887,Lexington Healthcare Group,LEXI,52909K108,,False,"('ESSENT GROUP LTD', 86)"
8718,7888,Hartford Life,HLI,416592103,,False,"('FIDELITY & GUARANTY LIFE', 86)"
8719,7889,Healthcare Recoveries Inc,HCRI,42220K101,,False,"('SHUTTERSTOCK INC', 86)"
8720,7890,MER Telemanagement Solutions,MTSL,M69676100,,False,"('CHARAH SOLUTIONS', 86)"
8721,7891,NEI Webworld Inc,NEIP,629077108,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8722,7892,Summit Holding Southeast Inc,SHSE,866078108,,False,"('SHUTTERSTOCK INC', 86)"
8723,7893,Apple Orthodontix Inc,AOI,37849106,,False,"('QUALYS INC', 86)"
8724,7894,Alexandria RE Equities Inc,ARE,15271109,,False,"('ALEXANDRIA R E EQUITIES INC', 98)"
8725,7895,CFI Mortgage Inc,CFIM,12526J108,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8726,7896,Carey International Inc,CARY,141750109,,False,"('REMY INTERNATIONAL INC', 93)"
8727,7897,Debt Strategies Fund Inc,DBS,242768109,,False,"('SHUTTERSTOCK INC', 86)"
8728,7898,Wilsons The Leather Experts,WLSN,972463103,,False,"('JOINT CORP (THE)', 86)"
8729,7899,DSI Toys Inc,DSIT,232968107,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8730,7900,Ascent Pediatrics Inc,ASCT,04362X101,,False,"('QUALYS INC', 86)"
8731,7901,NetSpeak Corp,NSPK,64115D109,,False,"('NETSPEAK CORP', 100)"
8732,7902,Ryanair Holdings Limited,RYAAY,783513104,,False,"('NMI HOLDINGS INC', 86)"
8733,7903,American Retirement Corp,ACR,28913101,,False,"('AMERICAN RETIREMENT CORP', 100)"
8734,7904,Dessauer Global Equity Fund,DGE,250905106,,False,"('NV5 GLOBAL INC', 86)"
8735,7905,AntiVirals Inc,AVII,37184207,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8736,7906,RF Micro Devices Inc,RFMD,749941100,,False,"('QUALYS INC', 86)"
8737,7907,Melita International Corp,MELI,585493109,,False,"('GENZYME CORP', 86)"
8738,7908,Pameco Corp,PCN,697934107,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
8739,7909,Cardima Inc,CRDM,14147M106,,False,"('CARDIMA INC', 100)"
8740,7910,PSW Technologies Inc,PSWT,69364J103,,False,"('MIPS TECHNOLOGIES INC', 93)"
8741,7911,Silverleaf Resorts Inc,SVR,828395103,,False,"('SILVERLEAF RESORTS INC', 100)"
8742,7912,Conserver Corp of America,RIPE,208484113,,False,"('GENZYME CORP', 86)"
8743,7913,Iridium World Communications,IRID,G49398103,,False,"('IRIDIUM COMMUNICATIONS INC', 87)"
8744,7914,Santa Fe International Corp,SDC,G7805C108,,False,"('ANTEON INTERNATIONAL CORP', 88)"
8745,7915,Compu-Dawn Inc,CODI,20476A100,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8746,7916,HTE Inc,HTEI,403926108,,False,"('H T E INC', 88)"
8747,7917,JetFax Inc,JTFX,476909106,,False,"('SHUTTERSTOCK INC', 86)"
8748,7918,Peapod Inc,PPOD,704718105,,False,"('PEAPOD INC', 100)"
8749,7919,Polo Ralph Lauren Corp,RL,731572103,,False,"('RALPH LAUREN CORP', 95)"
8750,7920,Racing Champions Inc,RACN,750069106,,False,"('QUALYS INC', 86)"
8751,7921,IWL Communications Inc,IWLC,450920103,,False,"('WJ COMMUNICATIONS INC', 93)"
8752,7922,Maximus Inc,MMS,577933104,,False,"('MAXIMUS INC', 100)"
8753,7923,OptiSystems Solutions Ltd,OPTL,M75252102,,False,"('VOLITIONRX LTD', 86)"
8754,7924,Star Telecommunications Inc,STRX,854923109,,False,"('SHUTTERSTOCK INC', 86)"
8755,7925,Waste Industries Inc,WWIN,941058109,,False,"('WASTE INDUSTRIES USA  INC', 95)"
8756,7926,EDP-Electricidade de Portugal,EDP,268353109,,False,"('DE RIGO SPA  -ADR', 86)"
8757,7927,Boston Properties Inc,BXP,101121101,,False,"('BOSTON PROPERTIES INC', 100)"
8758,7928,Genesys Telecommun Labs,GCTI,371931106,,False,"('SYS', 90)"
8759,7929,ORBIT/FR,ORFR,685929101,,False,"('ORBIT/FR INC', 90)"
8760,7930,SysComm International Corp,SYCM,871942108,,False,"('GENZYME CORP', 86)"
8761,7931,inTEST Corporation,INTT,461147100,,False,"('INTEST CORP', 90)"
8762,7932,ARM Financial Group Inc,ARM,1944104,,False,"('MAXCOR FINANCIAL GROUP INC', 90)"
8763,7933,Aris Corp,ARSC,04040A101,,False,"('ARIS CORP/WA', 95)"
8764,7934,New Era of Networks Inc,NEON,644312100,,False,"('NEW ERA OF NETWORKS INC', 100)"
8765,7935,Simulations Plus Inc,SIMU,829214105,,False,"('SIMULATIONS PLUS INC', 100)"
8766,7936,StarTek Inc,SRT,85569C107,,False,"('STARTEK INC', 100)"
8767,7937,Aurora Biosciences Corp,ABSC,51920106,,False,"('AURORA BIOSCIENCES CORP', 100)"
8768,7938,Great Plains Software Inc,GPSI,3.91E+109,,False,"('SHUTTERSTOCK INC', 86)"
8769,7939,Laser Power Corp,LPWR,51806K104,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
8770,7940,MAS Technology Ltd,MASSY,55263A103,,False,"('ALCOBRA LTD', 86)"
8771,7941,Professional Transportation,TRUC,742963101,,False,"('K-SEA TRANSPORTATION  -LP', 72)"
8772,7942,RWD Technologies Inc,RWDT,74975B101,,False,"('BWX TECHNOLOGIES INC', 90)"
8773,7943,Metrika Systems Corp,MKA,59159M106,,False,"('SYS', 90)"
8774,7944,Peak International Ltd,PEAK,G6958610,,False,"('PEAK INTERNATIONAL LTD', 100)"
8775,7945,Beijing Yanhua Petrochemical,BYH,07725N108,,False,"('SINOPEC BEIJING YANHUA PETRO', 75)"
8776,7946,Domain Energy Corporation,DXD,257027102,,False,"('TALOS ENERGY INC', 86)"
8777,7947,Qwest Communications Corp,QWST,749121109,,False,"('SBA COMMUNICATIONS CORP', 88)"
8778,7948,Acorn Products Inc,ACRN,4857108,,False,"('ACORN PRODUCTS INC', 100)"
8779,7949,"Life Financial Corp, CA",LFCO,53184P101,,False,"('CANADA LIFE FINANCIAL CORP', 88)"
8780,7950,Quinenco SA,LQ,748718103,,False,"('QUINENCO SA', 100)"
8781,7951,Saxton Inc,SXTN,805630100,,False,"('SHUTTERSTOCK INC', 86)"
8782,7952,Waterlink Inc,WLK,94155N105,,False,"('WATERLINK INC', 100)"
8783,7953,3Dfx Interactive Inc,TDFX,88553X103,,False,"('3DFX INTERACTIVE INC', 100)"
8784,7954,New Century Financial Corp,NCEN,64352D101,,False,"('NEW CENTURY FINANCIAL CORP', 100)"
8785,7955,Staff Leasing,STFF,852381102,,False,"('PROFESSIONAL STAFF PLC  -ADR', 86)"
8786,7956,800-JR Cigar Inc,JRJR,282491109,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8787,7957,JLK Direct Distribution Inc,JLK,46621C105,,False,"('SHUTTERSTOCK INC', 86)"
8788,7958,Robocom Systems Inc,RIMS,771062106,,False,"('SYS', 90)"
8789,7959,Advanced Communication Systems,ACSC,00750X109,,False,"('VEEVA SYSTEMS INC', 86)"
8790,7960,Comfort Systems USA Inc,FIX,199908104,,False,"('COMFORT SYSTEMS USA INC', 100)"
8791,7961,Kids Stuff Inc,,49380U100,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8792,7962,Hanover Compressor,HC,410768105,,False,"('HANOVER INSURANCE GROUP INC', 86)"
8793,7963,Heska Corp,HSKA,4.28E+112,,False,"('HESKA CORP', 100)"
8794,7964,Pierce Leahy Corp,PLH,720722107,,False,"('SILVER BAY REALTY TRUST CORP', 86)"
8795,7965,Schuff Steel Co,SHUF,808156103,,False,"('HOUGHTON MIFFLIN HARCOURT CO', 86)"
8796,7966,Cal Dive International Inc,CDIS,127914109,,False,"('CAL DIVE INTERNATIONAL INC', 100)"
8797,7967,ChromaVision Medical Systems,CVSN,17111P104,,False,"('VEEVA SYSTEMS INC', 86)"
8798,7968,LAI Worldwide Inc,LAIX,50171810,,False,"('ACI WORLDWIDE INC', 94)"
8799,7969,Schick Technologies Inc,SCHK,806683108,,False,"('ICX TECHNOLOGIES INC', 88)"
8800,7970,SpectRx Inc,SPRX,847635109,,False,"('TRX INC', 90)"
8801,7971,TSI International Software Ltd,TSFW,872879101,,False,"('VOLITIONRX LTD', 86)"
8802,7972,8x8 Inc,EGHT,282912104,,False,"('8X8 INC', 100)"
8803,7973,Centennial HealthCare Corp,CTEN,150937100,,False,"('GENZYME CORP', 86)"
8804,7974,Coinstar Inc,CSTR,19259P300,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8805,7975,Peritus Software Services Inc,PTUS,714006103,,False,"('SHUTTERSTOCK INC', 86)"
8806,7976,Transcend Therapeutics Inc,TSND,89353T102,,False,"('REVANCE THERAPEUTICS INC', 88)"
8807,7977,Vista Medical Technologies Inc,VMTI,928369107,,False,"('L3 TECHNOLOGIES INC', 87)"
8808,7978,Hagler Bailly Inc,HBIX,405183104,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8809,7979,Allstar Systems Inc,ALLS,19892108,,False,"('SYS', 90)"
8810,7980,Equity Office Properties Trust,EOP,294741103,,False,"('EQUITY OFFICE PROPERTIES TR', 95)"
8811,7981,Axiom Inc,AXIM,54603105,,False,"('SHUTTERSTOCK INC', 86)"
8812,7982,HORIZON Pharmacies Inc,HZP,439902107,,False,"('HORIZON PHARMACIES INC', 100)"
8813,7983,World of Science Inc,WOSI,981500109,,False,"('QUALYS INC', 86)"
8814,7984,Telegroup Inc,TGRP,879422103,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8815,7985,Apollo International of Dela,AIOD,37613106,,False,"('PRA INTERNATIONAL', 86)"
8816,7986,InfoCure Corp,INC,45665A108,,False,"('INFORTE CORP', 88)"
8817,7987,Metals USA Inc,MUI,591324108,,False,"('METALS USA INC', 100)"
8818,7988,At Home Corp,ATHM,45919107,,False,"('AT HOME CORP', 100)"
8819,7989,SulzerMedica(Gebrueder Sulzer),SM,865580104,,False,"('SUEZ', 68)"
8820,7990,CCA Prison Realty Trust,PZN,12486R108,,False,"('EXCEL TRUST INC', 86)"
8821,7991,Home Security International,HSI,437333107,,False,"('NEW HOME CO INC', 86)"
8822,7992,Bank of the Ozarks,OZRK,63904106,,False,"('OPUS BANK', 86)"
8823,7993,Capital Beverage Corp,CBEV,139818108,,False,"('GENZYME CORP', 86)"
8824,7994,LaSalle Partners Inc,LAP,51802H105,,False,"('QUALYS INC', 86)"
8825,7995,Monarch Dental Corp,MDDS,609044102,,False,"('MONARCH DENTAL CORP', 100)"
8826,7996,Total Entertainment Restaurant,TENT,8.92E+104,,False,"('TOTAL LOGISTICS INC', 86)"
8827,7997,Ionica Group Plc,IONCY,46221N105,,False,"('AVIVA PLC', 86)"
8828,7998,Friede Goldman International,FGII,358430106,,False,"('PRA INTERNATIONAL', 86)"
8829,7999,Creative Host Services Inc,CHST,22527P102,,False,"('CREATIVE HOST SERVICES INC', 100)"
8830,8000,RIT Technologies Ltd,RITT,M8215N109,,False,"('RIT TECHNOLOGIES LTD', 100)"
8831,8001,Travel Services International,TRVL,894169101,,False,"('VIDEO SERVICES CORP', 86)"
8832,8002,Excelsior-Henderson Motorcycle,BIGX,300906104,,False,"('SCOR SE', 64)"
8833,8003,JLM Industries Inc,JLMI,46621D103,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8834,8004,Novel Denim Holdings Ltd,NVLD,G6674P109,,False,"('NOVEL DENIM HOLDINGS LTD', 100)"
8835,8005,Trailer Bridge Inc,TRBR,892782103,,False,"('TRAILER BRIDGE INC', 100)"
8836,8006,CMP Media Inc,CMPX,125891101,,False,"('MARATHON DIGITAL HOLDNGS INC', 86)"
8837,8007,Galileo International,GLC,363547100,,False,"('PRA INTERNATIONAL', 83)"
8838,8008,Scheid Vineyards Inc,SVIN,806403101,,False,"('SCHEID VINEYARDS INC  -CL A', 95)"
8839,8009,China Southern Airlines Co Ltd,ZNH,169409109,,False,"('CHINA SOUTHERN AIRLINES', 95)"
8840,8010,Bioreliance Corp,BREL,90951104,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
8841,8011,Galileo Technology Inc,GALT,M4729810,,False,"('QUALYS INC', 86)"
8842,8012,Net.B@NK Inc,NTBK,640933107,,False,"('NETBANK INC', 87)"
8843,8013,Corsair Communications Inc,CAIR,220406102,,False,"('CORSAIR COMMUNICATIONS INC', 100)"
8844,8014,@Entertainment Inc,ATEN,45920105,,False,"('SFX ENTERTAINMENT INC', 95)"
8845,8015,American Champion,ACEI,25119108,,False,"('AMERICAN RESIDENTIAL PPTYS', 86)"
8846,8016,Azurel Ltd,AZUR,55013106,,False,"('METHES ENERGIES INTL LTD', 86)"
8847,8017,Information Management Assocs,IMAA,456923101,,False,"('INFORMAX INC', 68)"
8848,8018,Vestcom International Inc,VESC,924904105,,False,"('VESTCOM INTERNATIONAL INC', 100)"
8849,8019,Visual Data Corp,VDAT,928428200,,False,"('PROVIDIAN FINANCIAL CORP', 86)"
8850,8020,Continental Natural Gas Inc,CNGL,211789102,,False,"('SHUTTERSTOCK INC', 86)"
8851,8021,EDAP SA,EDAP,268311107,,False,"('INTELSAT SA', 86)"
8852,8022,Concentric Network Corp,CNCX,20589R107,,False,"('GENZYME CORP', 86)"
8853,8023,Mike's Original Inc,,598903102,,False,"('QUALYS INC', 86)"
8854,8024,Hall Kinion & Associates Inc,HAKI,406069104,,False,"('SHUTTERSTOCK INC', 86)"
8855,8025,Ocular Sciences Inc,OCLR,675744106,,False,"('OCULAR SCIENCES INC', 100)"
8856,8026,Eagle Geophysical Inc,EGEO,269524104,,False,"('QUALYS INC', 86)"
8857,8027,IMH Commercial Holdings Inc,ICH,44968J10,,False,"('SHUTTERSTOCK INC', 86)"
8858,8028,Carrizo Oil & Gas Inc,CRZO,144577103,,False,"('CARRIZO OIL & GAS INC', 100)"
8859,8029,Pegasus Systems Inc,PEGS,705906105,,False,"('SYS', 90)"
8860,8030,Progenitor(Internueron Pharms),PGEN,743188104,,False,"('KIOR INC', 68)"
8861,8031,QAD Inc,QADI,74727D108,,False,"('QAD INC', 100)"
8862,8032,Denison International,DENHY,248335101,,False,"('PRA INTERNATIONAL', 83)"
8863,8033,GlobeComm Systems Inc,GCOM,37956X103,,False,"('GLOBECOMM SYSTEMS INC', 100)"
8864,8034,Hyseq Inc,HYSQ,449163302,,False,"('SHUTTERSTOCK INC', 86)"
8865,8035,Ispat International,IST,464899103,,False,"('PRA INTERNATIONAL', 89)"
8866,8036,Pan Pacific Ret Ppty Inc,PNP,69806L104,,False,"('SHUTTERSTOCK INC', 86)"
8867,8037,A Consulting Team Inc,TACX,881102,,False,"('QUALYS INC', 86)"
