,offer date,IPO name,ticker,CUSIP,Rollup,VC,Dual,Internet,Post-issue shares,CRSP perm,Founding,Unnamed: 11,Unnamed: 12,Unnamed: 13,formatted offer date
14157,2021-01-22,Primavera Capital Acq Corp,PV.U,G7255E125,0,0,1,0,47000000,20756,2020,,,,01/22/2021
14158,2021-01-22,RLX Technology Inc,RLX,74969N103,0,1,1,0,1553315570,20389,2018,,,,01/22/2021
14159,2021-01-22,SCP & CO Healthcare Acq Co,SHACU,784065203,0,0,1,0,25000000,20872,2020,,,,01/22/2021
14160,2021-01-22,Virtuoso Acq Corp,VOSOU,92837J203,0,0,1,0,25000000,20885,2020,,,,01/22/2021
14161,2021-01-26,Biotech Acq Co,BIOTU,G1125A124,0,0,1,0,25000000,20768,2020,,,,01/26/2021
14162,2021-01-26,Bridgetown 2 Holdings Ltd,BTNB,G1355V103,0,0,1,0,32500000,20418,2020,,,,01/26/2021
14163,2021-01-26,D & Z Media Acquisition Corp,DNZ.U,23305Q205,0,0,1,0,31250000,20683,2020,,,,01/26/2021
14164,2021-01-26,DiamondHead Holdings Corp,DHHCU,25278L204,0,0,1,0,37500000,20780,2020,,,,01/26/2021
14165,2021-01-26,EZGO Technologies Ltd,EZGO,G5279F102,0,0,0,0,.,20425,2014,,,,01/26/2021
14166,2021-01-26,Hudson Exec Invest Corp II,HCIIU,443760202,0,0,1,0,28125000,20809,2020,,,,01/26/2021
14167,2021-01-26,LMF Acquisition Opportunities,LMAO.,502015209,0,0,1,0,11340000,20841,2020,,,,01/26/2021
14168,2021-01-26,Nrthn Star Invest Corp II,NSTB.,66573W206,0,0,1,0,43750000,20548,2020,,,,01/26/2021
14169,2021-01-26,Science Strategic Acq Corp,SSAA.,808641203,0,0,1,0,33750000,20874,2020,,,,01/26/2021
14170,2021-01-27,Ca Healthcare Acquisition Corp,CAHCU,12510W206,0,0,1,0,12500000,20770,2020,,,,01/27/2021
14171,2021-01-27,Climate Real Impact Solut II,CLIM.,187171202,0,0,1,0,26205000,20676,2020,,,,01/27/2021
14172,2021-01-27,Constellation Acq Corp I,CSTA.,G2R18K121,0,0,1,0,37500000,20743,2020,,,,01/27/2021
14173,2021-01-27,Fortistar Sustainable,FSSIU,34962M205,0,0,1,0,28125000,20795,2020,,,,01/27/2021
14174,2021-01-27,HealthCor Catalio Acq Corp,HCAQ,G44125105,0,0,1,0,23060000,.,2020,,,,01/27/2021
14175,2021-01-27,Pimco Dynamic Income Opp,PDO,69355M107,0,0,0,0,.,20385,2021,,,,01/27/2021
14176,2021-01-27,Shoals Technologies Group Inc,SHLS,82489W107,0,0,1,0,166594358,20347,1996,,,,01/27/2021
14177,2021-01-27,Tian Ruixiang Holdings Ltd,TIRX,xxxxxxxxx,0,0,1,0,8000000,.,2010,,,,01/27/2021
14178,2021-01-28,Agrify Corp,AGFY,00853E107,0,0,0,0,.,20412,2016,,,,01/28/2021
14179,2021-01-28,Ignyte Acquisition Corp,IGNYU,45175H205,0,0,1,0,6350000,20815,2020,,,,01/28/2021
14180,2021-01-28,Ithax Acquisition Corp,ITHXU,G49775110,0,0,1,0,26925000,20820,2020,,,,01/28/2021
14181,2021-01-28,Ortho Clinical Diagnostics,OCDX,G6829J107,0,0,0,0,.,20411,1939,,,,01/28/2021
14182,2021-01-28,Qualtrics International Inc,XM,747601201,0,0,1,0,503384662,20345,2002,,,,01/28/2021
14183,2021-01-28,TLG Acquisition One Corp,TLGA.,87257M207,0,0,1,0,43750000,20731,2020,,,,01/28/2021
14184,2021-01-28,Vinci Partners Investments Ltd,VINP,G9451V109,0,0,1,0,55515574,20461,2009,,,,01/28/2021
14185,2021-01-28,Zim Integrated Shipping Svcs,ZIM,M9T951109,0,0,0,0,.,20410,1945,,,,01/28/2021
14186,2021-01-29,BlueRiver Acquisition Corp,BLUA.,G1261Q123,0,0,1,0,31975000,20740,2020,,,,01/29/2021
14187,2021-01-29,Brookline Capital Acq Corp,BCACU,11374E203,0,0,1,0,6478250,20574,2020,,,,01/29/2021
14188,2021-01-29,CF Acquisition Corp V,CFFVU,12520R205,0,0,1,0,31850000,20772,2020,,,,01/29/2021
14189,2021-01-29,Clarim Acquisition Corp,CLRMU,18049C207,0,0,1,0,31250000,20775,2020,,,,01/29/2021
14190,2021-01-29,EQ Health Acquisition Corp,EQHA.,26886A200,0,0,1,0,23913000,20686,2020,,,,01/29/2021
14191,2021-01-29,Growth Capital Acq Corp,GCACU,39986V206,0,0,1,0,18750000,20798,2010,,,,01/29/2021
14192,2021-01-29,Home Point Capital Inc,HMPT,43734L106,0,2,0,0,.,20435,2014,,,,01/29/2021
14193,2021-01-29,Mason Industrial Tech Inc,MIT.U,57520Y205,0,0,1,0,56250000,20713,2020,,,,01/29/2021
14194,2021-01-29,NLS Pharmaceutics Ltd,NLSP,H57830103,0,0,1,0,11779277,20442,2015,,,,01/29/2021
14195,2021-01-29,Trinity Capital Inc,TRIN,896442308,0,0,0,0,.,20456,2019,,,,01/29/2021
14196,2021-01-29,Z-Work Acquisition Corp,ZWRKU,98880C201,0,0,1,0,25000000,20890,2020,,,,01/29/2021
14197,2021-02-02,Ares Acquisition Corp,AAC.U,G33032114,0,0,1,0,108750000,20744,2020,,,,02/02/2021
14198,2021-02-02,Jaws Mustang Acquisition Corp,JWSM.,G50737116,0,0,1,0,112500000,20752,2020,,,,02/02/2021
14199,2021-02-02,MDH Acquisition Corp,MDH.U,55283P205,0,0,1,0,30900000,20712,2020,,,,02/02/2021
14200,2021-02-02,Noble Rock Acquisition Corp,NRACU,G6546R127,0,0,1,0,26250000,20850,2020,,,,02/02/2021
14201,2021-02-02,Thimble Point Acquisition Corp,THMAU,88408P206,0,0,1,0,30000000,.,2020,,,,02/02/2021
14202,2021-02-03,CC Neuberger Principal III,PRPC.,G1992N118,0,0,1,0,48750000,20741,2020,,,,02/03/2021
14203,2021-02-03,Gaming & Hospity Acq Corp,GHACU,364681205,0,0,1,0,22602500,20799,2020,,,,02/03/2021
14204,2021-02-03,Kernel Grp Hldg Inc,KRNLU,G5259L111,0,0,1,0,33125000,20827,2020,,,,02/03/2021
14205,2021-02-03,Music Acquisition Corp,TMAC.,62752R209,0,0,1,0,25000000,20716,2020,,,,02/03/2021
14206,2021-02-03,ON24 Inc,ONTF,68339B104,0,1,0,1,.,20465,1998,,,,02/03/2021
14207,2021-02-03,TELUS International (Cda) Inc,TIXT,87975H100,0,0,1,0,219129876,20553,2005,,,,02/03/2021
14208,2021-02-04,Astrea Acquisition Corp,ASAXU,04637C205,0,0,1,0,19180000,20767,2020,,,,02/04/2021
14209,2021-02-04,Atlas Crest Investment Corp II,ACII.,049287204,0,0,1,0,37500000,20671,2020,,,,02/04/2021
14210,2021-02-04,Atotech Ltd,ATC,G0625A105,0,0,0,0,.,20560,1851,,,,02/04/2021
14211,2021-02-04,Centricus Acquisition Corp,CENHU,G2072Q112,0,0,1,0,37500000,20771,2020,,,,02/04/2021
14212,2021-02-04,Decarbonization Plus,DCRNU,242794204,0,0,1,0,42750000,20778,2020,,,,02/04/2021
14213,2021-02-04,Itiquira Acquisition Corp,ITQRU,G49773123,0,0,1,0,25000000,20821,2020,,,,02/04/2021
14214,2021-02-04,Landos Biopharma Inc,LABP,515069102,0,1,0,0,.,20608,2017,,,,02/04/2021
14215,2021-02-04,Novus Capital Corp II,NXU.U,67012W203,0,0,1,0,31250000,20721,2020,,,,02/04/2021
14216,2021-02-04,Sana Biotechnology Inc,SANA,799566104,0,1,0,0,.,20468,2018,,,,02/04/2021
14217,2021-02-04,Sensei Biotherapeutics Inc,SNSE,81728A108,0,1,0,0,.,20630,1999,,,,02/04/2021
14218,2021-02-05,Altimar Acquisition Corp II,ATMRU,G03709113,0,0,1,0,37500000,.,2020,,,,02/05/2021
14219,2021-02-05,Angion Biomedica Corp,ANGN,03476J107,0,0,0,0,.,20567,1998,,,,02/05/2021
14220,2021-02-05,Ark Global Acquisition Corp,ARKIU,66981N202,0,0,1,0,37500000,20828,2020,,,,02/05/2021
14221,2021-02-05,Bolt Biotherapeutics Inc,BOLT,097702104,0,1,0,0,.,20578,2015,,,,02/05/2021
14222,2021-02-05,CN Energy Group Inc,CNEY,G2181K105,0,0,0,0,.,20584,2009,,,,02/05/2021
14223,2021-02-05,COVA Acquisition Corp,COVAU,G2554Y112,0,0,1,0,32625000,20777,2020,,,,02/05/2021
14224,2021-02-05,Compute Health Acq Corp,CPUH.,204833206,0,0,1,0,93750000,20679,2020,,,,02/05/2021
14225,2021-02-05,Evaxion Biotech AS,EVAX,29970R105,0,0,1,0,19198668,20593,2008,,,,02/05/2021
14226,2021-02-05,Fifth Wall Acquisition Corp I,FWAA,316790104,0,0,1,0,38457500,.,2020,,,,02/05/2021
14227,2021-02-05,G Squared Ascend I Inc,GSQD.,G4204R125,0,0,1,0,37500000,20748,2020,,,,02/05/2021
14228,2021-02-05,HH&L Acquisition Co,HHLA.,G39714111,0,0,1,0,45000000,20747,2020,,,,02/05/2021
14229,2021-02-05,Immunocore Hldg Ltd,IMCR,45258D105,0,1,1,0,42295704,20604,1999,,,,02/05/2021
14230,2021-02-05,JOFF Fintech Acquisition Corp,JOFFU,46592C209,0,0,1,0,45000000,20824,2020,,,,02/05/2021
14231,2021-02-05,Lucira Health Inc,LHDX,54948U105,0,1,0,0,.,20610,2013,,,,02/05/2021
14232,2021-02-05,Pharvaris BV,PHVS,N69605108,0,1,0,0,.,20615,2015,,,,02/05/2021
14233,2021-02-05,Quantum FinTech Acquisition,QFTA.,74767A204,0,0,1,0,21875000,20724,2020,,,,02/05/2021
14234,2021-02-05,RMG Acquisition Corp III,RMGCU,G76088114,0,0,1,0,52500000,20868,2020,,,,02/05/2021
14235,2021-02-05,Sustainable Dvlp Acq I Corp,SDACU,86934L202,0,0,1,0,34375000,20871,2020,,,,02/05/2021
14236,2021-02-05,Terns Pharmaceuticals Inc,TERN,880881107,0,1,0,0,.,20632,2017,,,,02/05/2021
14237,2021-02-05,Thunder Bridge Capital III,TBCPU,886074202,0,0,1,0,45895000,.,2020,,,,02/05/2021
14238,2021-02-05,Vor Biopharma Inc,VOR,929033108,0,1,0,0,.,20641,2015,,,,02/05/2021
14239,2021-02-08,Baosheng Media Group Holdings,BAOS,G08908108,0,0,0,0,.,20573,2014,,,,02/08/2021
14240,2021-02-09,Adagene Inc,ADAG,005329107,0,1,1,0,52724775,20564,2011,,,,02/09/2021
14241,2021-02-09,Adara Acquisition Corp,ADRA.,00653H201,0,0,1,0,12500000,20665,2020,,,,02/09/2021
14242,2021-02-09,Cloopen Group Holding Ltd,RAAS,18900M104,0,1,1,0,319690602,20524,2009,,,,02/09/2021
