,offer date,IPO name,ticker,CUSIP,Rollup,VC,Dual,Internet,Post-issue shares,CRSP perm,Founding,Unnamed: 11,Unnamed: 12,Unnamed: 13,SPAC IPO ,Date of IPO,IS_SPAC
3189,19880616,Harvard Knitwear,HVDK,417444106,0,0,0,0,.,11865,1968,,,,,,False
3190,19880616,PUTNAM INTERMEDIATE GOVT INC T,PGT,74679810,0,0,0,0,.,75312,-99,,,,,,False
3191,19880616,Penn Traffic,PNF,707831AA9,0,0,0,0,.,75310,1971,,,,,,False
3192,19880621,Spain Fund,SNF,84633010,0,0,0,0,.,75317,-99,,,,,,False
3193,19880622,Dell Computer,DELL,247025109,0,1,0,0,.,11081,1984,,,,,,False
3194,19880622,General Microelectronics,GMIC,370305104,0,0,0,0,.,11857,1987,,,,,,False
3195,19880623,Dreyfus Strategic Govt Income,DSI,261938104,0,0,0,0,.,75289,-99,,,,,,False
3196,19880623,Index Technology,INDX,454088105,0,1,0,0,.,11876,1983,,,,,,False
3197,19880623,Mindscape,MIND,602679102,0,0,0,0,.,11904,1983,,,,,,False
3198,19880623,Residential Resource Mtg Inv,RRR,76092910,0,0,0,0,.,75314,-99,,,,,,False
3199,19880628,Carolina Southern Bank,CSBK,144162104,0,0,0,0,.,12139,1988,,,,,,False
3200,19880629,EW Scripps,EWSC,811039106,0,0,1,0,81266717,11936,1900,,,,,,False
3201,19880629,Gaylord Container,GCR,368145108,0,0,1,0,14850000,75295,1985,,,,,,False
3202,19880630,Drug Emporium,DEMP,262175102,0,0,0,0,.,11106,1977,,,,,,False
3203,19880706,Electronic Assembly Sevices,ELAS,285513206,0,0,0,0,.,12162,-99,,,,,,False
3204,19880706,Peoples Bank of Bridgeport,PBCT,710198102,0,0,0,0,.,12073,1900,,,,,,False
3205,19880707,Burlington Resources,BR,122014103,0,0,0,0,.,75333,1900,,,,,,False
3206,19880707,Chaparral Steel,CSM,159422104,0,0,0,0,.,75335,1973,,,,,,False
3207,19880707,National Health Laboratories,NHLI,63633F109,0,0,0,0,.,12062,1971,,,,,,False
3208,19880712,CONCORD CAMERA,LENS,206156101,0,0,0,0,.,11998,1982,,,,,,False
3209,19880712,Eastland Financial,EAFC,277379103,0,0,0,0,.,12013,1900,,,,,,False
3210,19880713,More Creative Mergers,,616535100,0,0,0,0,.,.,-99,,,,,,False
3211,19880714,Babbages,BBGS,056088107,0,2,0,0,.,11977,1983,,,,,,False
3212,19880715,Apogee Technology,APGG,03760F100,0,0,0,0,.,12118,1981,,,,,,False
3213,19880715,Homeowners Group,HOMG,43739N107,0,0,0,0,.,12193,1980,,,,,,False
3214,19880719,Assix International,ASIX,045433109,0,0,0,0,.,12120,1984,,,,,,False
3215,19880719,Oneita Industries,ONA,682655105,0,0,0,0,.,75356,1900,,,,,,False
3216,19880720,Emerald Mortgage Investments,EIC,29091010,0,0,0,0,.,75342,-99,,,,,,False
3217,19880720,Tri-R Systems,RRRC,895574200,0,0,0,0,.,12273,1977,,,,,,False
3218,19880721,Colonial Intermed High Income,CIF,195763107,0,0,1,0,0,75336,-99,,,,,,False
3219,19880721,Kemper Intermediate Govt Trust,KGT,488413105,0,0,1,0,28010752,75350,-99,,,,,,False
3220,19880721,MFS Multimarket Total Return,MFT,55273P108,0,0,0,0,.,75352,-99,,,,,,False
3221,19880721,Nuveen Premium Income Muni Fd,NPI,67062T100,0,0,0,0,.,75355,-99,,,,,,False
3222,19880721,Protein Databases,PDIQ,743696106,0,1,0,0,.,75584,-99,,,,,,False
3223,19880721,Tuscarora Plastics,TUSC,900902107,0,0,0,0,.,12099,1962,,,,,,False
3224,19880722,American Power Conversion,APCC,029066107,0,0,0,0,.,11970,1981,,,,,,False
3225,19880722,Blackstone Income Trust Inc,BKT,092505106,0,0,0,0,.,75331,-99,,,,,,False
3226,19880727,Bayou Steel,BYX,073051104,0,0,1,0,12884607,75328,1979,,,,,,False
3227,19880728,Automotive Industries,AUIN,053291100,0,1,0,0,.,12127,1961,,,,,,False
3228,19880728,Bond International Gold,BIG,097882104,0,0,0,0,.,75332,1988,,,,,,False
3229,19880728,Columbia Laboratories,COLB,197779101,0,0,0,0,.,12149,1986,,,,,,False
3230,19880728,Integral Systems,ISIS,457939106,0,1,0,0,.,.,-99,,,,,,False
3231,19880729,Charter Federal Savings Bank,CFED,16122H101,0,0,0,0,.,11991,1920,,,,,,False
3232,19880729,Rexene,RXN,761682103,0,0,0,0,.,75358,1965,,,,,,False
3233,19880802,Environmental Control Group,ECGI,293928107,0,2,0,0,.,12016,1976,,,,,,False
3234,19880803,Channel America LPTV Holdings,LPTV,159139203,0,1,0,0,.,12147,1987,,,,,,False
3235,19880804,Default Proof Credit Card Sys,DPRS,244626305,0,0,0,0,.,12156,1985,,,,,,False
3236,19880804,Kile Technology,KILE,494002108,0,0,0,0,.,12200,1987,,,,,,False
3237,19880809,Mayflower Financial,MFFC,578343105,0,0,0,0,.,12055,1921,,,,,,False
3238,19880809,Smithfield Companies,HAMS,832245104,0,0,0,0,.,12086,1981,,,,,,False
3239,19880810,CIGNA High Income Shares,HIS,12551D10,0,0,0,0,.,75334,-99,,,,,,False
3240,19880811,Ashland Coal,ACI,043906106,0,0,0,0,.,75326,1975,,,,,,False
3241,19880811,Fund Alabama,FALI,36076310,0,0,0,0,.,12170,1988,,,,,,False
3242,19880811,Kinder-Care Learning Centers,KIND,494521107,0,0,0,0,.,12041,1986,,,,,,False
3243,19880811,Long Island City Financial,LICF,542666102,0,0,0,0,.,12050,1900,,,,,,False
3244,19880811,NeoRx,NERX,640520102,0,1,0,0,.,12063,1984,,,,,,False
3245,19880811,Novellus Systems,NVLS,670008101,0,1,0,0,.,12067,1984,,,,,,False
3246,19880812,BMC Software,BMCS,055921100,0,1,0,0,.,11976,1980,,,,,,False
3247,19880812,In Home Health,IHHI,453222101,0,1,0,0,.,12195,1981,,,,,,False
3248,19880812,India Growth Fund,IGF,45409010,0,0,0,0,.,75349,-99,,,,,,False
3249,19880812,Stotler Group,STOT,862280104,0,0,0,0,.,12091,1962,,,,,,False
3250,19880812,Unitronix,UTRX,913287108,0,0,0,0,.,12102,1975,,,,,,False
3251,19880817,B&H Ocean Carriers,BHO,055090104,0,0,0,0,.,75327,1988,,,,,,False
3252,19880818,ACM Govt Opportunity Fund,AOF,000918102,0,0,0,0,.,75323,-99,,,,,,False
3253,19880818,Koger Equity,KE,50022810,0,0,0,0,.,75351,-99,,,,,,False
3254,19880819,SynOptics Communications,SNPX,871609103,0,1,0,0,.,12094,1985,,,,,,False
3255,19880819,TIS Mortgage Investment,TIS,872527106,.,0,0,0,.,75363,-99,,,,,,False
3256,19880819,Van Kampen Municipal Income TR,VMT,920909108,0,0,0,0,.,75365,-99,,,,,,False
3257,19880823,Franklin First Financial,FFFC,353529100,0,0,0,0,.,12019,1934,,,,,,False
3258,19880823,Home Port Bancorp,HPBC,437304108,0,0,0,0,.,12031,1900,,,,,,False
3259,19880823,Real Estate Sec Income Fund,RIF,75600810,0,0,0,0,.,75357,-99,,,,,,False
3260,19880824,Global Income Plus Fund,GLI,37933L107,0,0,0,0,.,75347,-99,,,,,,False
3261,19880914,Deals Are Us,,242318103,0,0,0,0,.,.,-99,,,,,,False
3262,19880916,RYMAC Mortgage Investment,RM,78392310,0,0,0,0,.,75360,-99,,,,,,False
3263,19880918,ALLSTATE MUNICIPAL INCOME OPP,AMO,01990710,0,0,0,0,.,75324,-99,,,,,,False
3264,19880920,Casual Male,CMLE,148708100,0,0,0,0,.,11987,1970,,,,,,False
3265,19880920,Weitek,WWTK,949044101,0,1,0,0,.,12284,1980,,,,,,False
3266,19880922,American Govt Income Portfolio,AAF,025919101,0,0,0,0,.,75325,-99,,,,,,False
3267,19880922,MuniVest Fund,MVF,626295109,0,0,0,0,.,75354,-99,,,,,,False
3268,19880922,World Income Fund Inc,WOI,98148D108,0,0,0,0,.,75366,-99,,,,,,False
3269,19880922,Zweig Total Return Fund Inc,ZTR,989837109,0,0,0,0,.,75367,-99,,,,,,False
3270,19880923,DFSoutheastern,DFSE,232915108,0,0,0,0,.,12004,1926,,,,,,False
3271,19880923,Franklin Universal Trust,FT,355145103,0,0,1,0,23107600,75346,-99,,,,,,False
3272,19880923,Heritage Media,HTG,427241104,1,1,1,0,18381594,75348,1971,,,,,,False
3273,19880928,Automobile Protection,APCO,052905106,0,0,0,0,.,12126,1984,,,,,,False
3274,19880928,Landmark Graphics,LMRK,514913102,0,1,0,0,.,12048,1982,,,,,,False
3275,19880929,Associated Natural Gas,NGAS,045744109,1,2,0,0,.,11975,1983,,,,,,False
3276,19880929,Electrocon International,EPLTF,285296109,0,0,0,0,.,76724,-99,,,,,,False
3277,19880930,Gitano Group,GITN,376365102,0,0,0,0,.,75397,1971,,,,,,False
3278,19881003,HIGH INCOME ADVANTAGE TR II,YLT,42967510,0,0,0,0,.,75399,-99,,,,,,False
3279,19881004,ARIX,ARIX,040453102,0,1,0,0,.,12119,1982,,,,,,False
3280,19881004,Topologix,TPLG,890744204,0,0,0,0,.,12270,-99,,,,,,False
3281,19881004,Wasatch Education Systems,WESC,936787100,0,1,0,0,.,12283,-99,,,,,,False
3282,19881005,Selfix,SLFX,816317101,0,0,0,0,.,75585,1962,,,,,,False
3283,19881005,Sierra On-Line,SIER,826409104,0,1,0,0,.,12259,1979,,,,,,False
3284,19881011,BioAnalogics,BION,09058K107,0,0,0,0,.,12130,1986,,,,,,False
3285,19881012,Lindsay Manufacturing,LINZ,535555106,0,0,0,0,.,12211,1969,,,,,,False
3286,19881012,Sterling Chemicals,STX,858903107,0,0,0,0,.,75422,1986,,,,,,False
3287,19881013,FFO Financial Group,FFFG,30242K100,0,0,0,0,.,12164,1934,,,,,,False
3288,19881013,Wainwright Bank & Trust,WAIN,930705108,0,0,0,0,.,12281,1987,,,,,,False
3289,19881018,Metcalf & Eddy Companies,METC,591421102,0,0,0,0,.,12223,1980,,,,,,False
3290,19881019,American Steel & Wire,RODS,030041107,0,0,0,0,.,12115,1986,,,,,,False
3291,19881019,Taunton Technologies,TTEK,876696105,0,0,0,0,.,12265,1986,,,,,,False
3292,19881020,Kemper Municipal Income Trust,KTF,48842C104,0,0,1,0,31008993,75401,-99,,,,,,False
3293,19881020,Kitchen Bazaar,KBAZ,498023100,0,0,0,0,.,12201,1961,,,,,,False
3294,19881020,Midwest Grain Products,MWGP,59832G104,0,0,0,0,.,12226,1941,,,,,,False
3295,19881020,Neoterik Health Technologies,NTRK,640654109,0,1,0,0,.,12231,1981,,,,,,False
3296,19881020,Softsel Computer Products,SOFS,834023103,0,1,0,0,.,12260,1980,,,,,,False
3297,19881020,Templeton Value Fund Inc,TVF,879928109,0,0,0,0,.,75426,-99,,,,,,False
3298,19881021,Dreyfus Calif Municipal Income,DCG,261881106,0,0,0,0,.,75391,-99,,,,,,False
3299,19881021,Dreyfus Municipal Income,DMF,26201R102,0,0,0,0,.,75392,-99,,,,,,False
3300,19881021,Dreyfus NY Municipal Income,DNM,26201T108,0,0,0,0,.,75393,-99,,,,,,False
3301,19881021,HQ Office Supplies Warehouse,HQOS,40426P205,0,0,0,0,.,12186,1988,,,,,,False
3302,19881021,JHM Mortgage Securities LP,JHM,466182102,0,0,0,0,.,.,1987,,,,,,False
3303,19881021,MassMutual Participation Invts,MPV,57629910,0,0,0,0,.,75405,-99,,,,,,False
3304,19881021,Patriot Premium Dividend Fund,PDF,70336K10,0,0,0,0,.,75413,-99,,,,,,False
3305,19881024,Resort Income Investors,RII,76116510,0,0,0,0,.,75419,-99,,,,,,False
3306,19881025,Omni Films International,OFII,681925103,0,0,0,0,.,75583,1984,,,,,,False
3307,19881025,Racal Telecom,RTG,74981620,0,0,0,0,.,75418,1966,,,,,,False
3308,19881025,Van Kampen Merritt Cal Muni Tr,VKC,920910106,0,0,0,0,.,75430,-99,,,,,,False
3309,19881025,WestAir Holding,WAH,957071103,0,2,0,0,.,75431,1982,,,,,,False
3310,19881027,ACM Managed Income Fund,AMF,00091910,0,0,0,0,.,75376,-99,,,,,,False
3311,19881027,VSB Bancorp,VSBC,918283102,0,0,0,0,.,12276,1900,,,,,,False
3312,19881031,Trilling Medical Technologies,,895905107,0,0,0,0,.,.,-99,,,,,,False
3313,19881102,Logic Devices,LOGC,541402103,0,0,0,0,.,12214,1983,,,,,,False
3314,19881104,Beckman Instruments,BEC,075816108,0,0,0,0,.,75383,1934,,,,,,False
3315,19881104,Metro Bancshares,MTBS,59160C105,0,0,0,0,.,12224,1921,,,,,,False
3316,19881107,Leroy Pharmacies,LERY,526809207,0,0,0,0,.,12208,1983,,,,,,False
3317,19881108,Dimensional Visions Group,DVGL,25434F208,0,0,0,0,.,12157,1988,,,,,,False
3318,19881109,Huntway Partners LP,,447300203,0,1,0,0,.,.,1987,,,,,,False
3319,19881110,Community Bancorp,CBPA,20343D105,0,0,0,0,.,12150,1900,,,,,,False
3320,19881110,Genus,GGNS,372461103,0,1,0,0,.,12174,1981,,,,,,False
3321,19881110,Maryland Cable Holdings,,574035200,0,0,0,0,.,.,-99,,,,,,False
3322,19881114,Bristol Research,BRCC,110165206,0,0,0,0,.,76036,-99,,,,,,False
3323,19881114,Vector Aeromotive,VCAR,92239C103,0,0,0,0,.,12277,-99,,,,,,False
3324,19881116,USF&G Pacholder Fund,PHF,90329110,0,0,0,0,.,75429,-99,,,,,,False
3325,19881117,Blackstone Target Term Trust,BTT,09252110,0,0,0,0,.,75384,-99,,,,,,False
3326,19881117,Municipal High Income Fund,MHF,62621410,0,0,0,0,.,75411,-99,,,,,,False
3327,19881122,Templeton Global Govts Inc Tr,TGG,87992910,0,0,0,0,.,75427,-99,,,,,,False
3328,19881123,Federal Agricultural Mortgage,,313148503,0,0,0,0,.,.,-99,,,,,,False
3329,19881123,Lomas Mortgage Securities Fund,LSF,54154210,0,0,0,0,.,75404,-99,,,,,,False
3330,19881123,Oppenheimer Multi-Government,OGT,68393910,0,0,0,0,.,75412,-99,,,,,,False
3331,19881128,Prospect Street High Income,PHY,74358610,0,0,0,0,.,75414,-99,,,,,,False
3332,19881202,GNW Financial,GNWF,361917107,0,0,0,0,.,12172,1916,,,,,,False
3333,19881205,British Steel PLC,BST,111015301,0,0,.,0,.,75386,-9,,,,,,False
3334,19881206,Kushner-Locke,KLOC,501337109,0,0,0,0,.,12202,1983,,,,,,False
3335,19881206,OptimumCare,OPMC,68388V209,0,1,0,0,.,75664,1986,,,,,,False
3336,19881207,Terminal Applications Group,TAGI,880910203,0,0,0,0,.,12268,1969,,,,,,False
3337,19881208,Hong Kong Telecommunications,HKT,438579203,0,0,0,0,.,75400,-99,,,,,,False
3338,19881208,Office Club,OCLB,676219108,0,2,0,0,.,12238,1986,,,,,,False
3339,19881208,Wellington Leisure Products,WLPI,949568109,0,0,0,0,.,12285,1909,,,,,,False
3340,19881209,RT Acquisition Associates,,749730206,0,0,0,0,.,.,-99,,,,,,False
3341,19881212,Santa Fe Pacific Pipeline LP,SFL,802177105,0,0,0,0,.,87130,1988,,,,,,False
3342,19881213,Banco Bilbao Vizcaya,BBV,059458208,0,0,0,0,.,75381,-99,,,,,,False
3343,19881213,Hingham Institution for Svngs,HIFS,433323102,0,0,0,0,.,12189,1900,,,,,,False
3344,19881214,FMS Financial,FMCO,302509104,0,0,0,0,.,12165,1900,,,,,,False
3345,19881214,Hitox Corporation of America,HTXA,433658101,0,0,0,0,.,12190,1980,,,,,,False
3346,19881215,Bliss & Laughlin Industries,BLIS,093546109,0,0,0,0,.,12131,1900,,,,,,False
3347,19881215,ERC Environmental and Energy,ERCE,268906104,0,0,0,0,.,12161,1985,,,,,,False
3348,19881215,LaserMax,,517915203,0,0,0,0,.,.,-99,,,,,,False
3349,19881216,Global Ocean Carriers,GLO,379357106,0,0,0,0,.,75398,-99,,,,,,False
3350,19881216,International Barrier,IBCO,459106100,0,0,0,0,.,12198,1985,,,,,,False
3351,19881221,CBL Medical,CBLM,124831108,0,0,0,0,.,12135,1986,,,,,,False
3352,19881221,Greenwood Bank of Bethel,GWBB,397044108,0,0,0,0,.,12182,1987,,,,,,False
3353,19881222,Flexible Bond Trust,FLX,33938K10,0,0,0,0,.,75395,-99,,,,,,False
3354,19881223,RAC Income Fund,RMF,74920810,0,0,0,0,.,75415,-99,,,,,,False
3355,19881229,R-Scan,RSCN,749729208,0,1,0,0,.,75666,-99,,,,,,False
3356,19890112,Thermo Cardiosystems,TCA,88355K101,0,0,0,0,.,75445,1966,,,,,,False
3357,19890117,Amsterdam Capital,,03218710,0,0,0,0,.,.,-99,,,,,,False
3358,19890117,Biopore,BPOR,090650102,0,0,0,0,.,75680,1986,,,,,,False
3359,19890118,Lyondell Petrochemical,LYO,552078107,0,0,0,0,.,75444,1985,,,,,,False
3360,19890119,American Federal Bank,AMFB,025893108,0,1,0,0,.,75683,1921,,,,,,False
3361,19890119,American Government Term Trust,AGT,02592010,0,0,0,0,.,75439,-99,,,,,,False
3362,19890119,FSI International,FSII,302633102,0,1,0,0,.,75434,1973,,,,,,False
3363,19890119,Franklin Principal Maturity Tr,PFT,35459D10,0,0,0,0,.,75440,1973,,,,,,False
3364,19890119,Software Developer's,SDEV,83403F105,0,0,0,0,.,75684,1985,,,,,,False
3365,19890119,Van Kampen Merritt Intermed Tr,VIT,92091110,0,0,0,0,.,75446,-99,,,,,,False
3366,19890123,Kemper Multi-Market Income Tr,KMM,48842B10,0,0,0,0,.,75443,-99,,,,,,False
3367,19890124,American Network Group,AMNT,028616100,0,0,0,0,.,75688,1988,,,,,,False
3368,19890125,Legends Company of Chicago,LGNDA,524657202,0,0,0,0,.,75689,1988,,,,,,False
3369,19890126,VanFed Bancorp,VANF,922010103,0,0,0,0,.,75437,1920,,,,,,False
3370,19890131,ALLSTATE MUNICIPAL PREM INC TR,ALI,01990910,0,0,0,0,.,75453,-99,,,,,,False
3371,19890202,B&H Maritime Carriers,BHM,054904107,0,0,0,0,.,75454,1988,,,,,,False
3372,19890202,Network General,NETG,641210109,0,1,0,0,.,75448,1986,,,,,,False
3373,19890207,BTU International,BTUI,056032105,0,0,0,0,.,75447,1950,,,,,,False
3374,19890207,Himedics,HMED,432897205,0,1,0,0,.,75693,1982,,,,,,False
3375,19890207,Tiempo Equities,,886503200,0,0,0,0,.,.,-99,,,,,,False
3376,19890208,United Federal Bancorp,UFBK,910250109,0,0,0,0,.,75450,1949,,,,,,False
3377,19890209,Clinical Technologies Assoc,CTAI,187267109,0,0,0,0,.,75696,1985,,,,,,False
3378,19890210,"Greenstone, Rabasca, Roberts",GRRI,395735103,0,0,0,0,.,75697,1972,,,,,,False
3379,19890214,Cattleguard,CGXX,149472201,0,0,0,0,.,75698,1980,,,,,,False
3380,19890215,Healthcare Technologies,HCTLF,421932104,0,1,0,0,.,78698,-99,,,,,,False
3381,19890216,BT Telecom,BTEL,056022205,0,0,0,0,.,75699,1980,,,,,,False
3382,19890216,Colonial High Income Muni Tr,CXE,19574310,0,0,0,0,.,75455,-99,,,,,,False
3383,19890216,Putnam Managed Muni Income Tr,PMM,74682310,0,0,0,0,.,75461,-99,,,,,,False
3384,19890221,High Income Advantage Tr III,YLH,42967M10,0,0,0,0,.,75458,-99,,,,,,False
3385,19890223,Environmental Mntrg & Testing,EMON,294062203,0,0,0,0,.,75701,1988,,,,,,False
3386,19890223,H.W. Kaufman Financial Group,HWKF,486194103,0,0,0,0,.,75702,1969,,,,,,False
3387,19890223,MuniEnhanced Fund,MEN,62624310,0,0,0,0,.,75459,-99,,,,,,False
3388,19890228,Richard Barrie Fragrances,RBFI,068501204,0,0,0,0,.,75711,1988,,,,,,False
3389,19890314,American Body Armor & Equip,ABAE,024635104,0,0,0,0,.,75722,1969,,,,,,False
3390,19890314,Epolin,,294276209,0,0,0,0,.,75738,-99,,,,,,False
3391,19890314,Keller Industries,KILSF,48766010,0,0,0,0,.,78699,1986,,,,,,False
3392,19890316,Agristar,AGRS,00854C100,0,0,0,0,.,75736,1987,,,,,,False
3393,19890316,Savoy Capital Group,,805343100,0,0,0,0,.,.,-99,,,,,,False
3394,19890321,Benton Oil and Gas,BNTN,083288100,0,0,0,0,.,75734,1988,,,,,,False
3395,19890322,Kemper Strategic Muni Income,KSM,48842710,0,0,0,0,.,75465,-99,,,,,,False
3396,19890322,Pure Tech International,PURT,746225101,0,0,0,0,.,75728,1972,,,,,,False
3397,19890323,AIM Strategic Income Fund,AST,00142G10,0,0,0,0,.,75464,-99,,,,,,False
3398,19890327,Journey's End Resorts,JERI,481139103,0,0,0,0,.,76725,-99,,,,,,False
3399,19890328,Presstek,PRST,741113104,0,0,0,0,.,75730,1987,,,,,,False
3400,19890330,Arkansas Freightways,AFWY,040863102,0,0,0,0,.,75483,1982,,,,,,False
3401,19890404,Vinsor,AGBG,927453209,0,0,0,0,.,.,-99,,,,,,False
3402,19890405,Condor Services,COND,206770109,0,0,0,0,.,75485,1974,,,,,,False
3403,19890406,Easy Mergers,,277843108,0,0,0,0,.,.,-99,,,,,,False
3404,19890406,Microtel Franchise and Dvlp,MCTL,595143108,0,0,0,0,.,75739,1987,,,,,,False
3405,19890411,Chieftain International,CID,16867C101,0,0,0,0,.,75478,1971,,,,,,False
3406,19890413,Bytex,BYTX,124647108,0,1,0,0,.,75487,1980,,,,,,False
3407,19890418,Sevenson Environmental Svcs,SEVN,818063109,0,0,0,0,.,75488,1917,,,,,,False
3408,19890419,EnClean,ENCL,292542107,0,1,0,0,.,75743,1984,,,,,,False
3409,19890421,International Broadcast Sys,IBSLA,459169108,0,0,1,0,4725000,75745,1986,,,,,,False
3410,19890421,Van Kampen Merritt Ltd Term Tr,VLT,92091310,0,0,0,0,.,75475,-99,,,,,,False
3411,19890426,ChemDesign,CDCC,163594104,0,1,0,0,.,75617,1982,,,,,,False
3412,19890427,Creative Learning Products,CLPI,22528E106,0,0,0,0,.,75748,1988,,,,,,False
3413,19890427,Staples,SPLS,855030102,0,2,0,0,.,75489,1985,,,,,,False
3414,19890502,Transgenic Sciences,TSIN,893659201,0,1,0,0,.,75750,1986,,,,,,False
3415,19890504,Wildey,WILD,968114108,0,0,0,0,.,75752,1983,,,,,,False
3416,19890509,Consilium,CSIM,208547109,0,1,0,0,.,75614,1978,,,,,,False
3417,19890509,DocuCon,DOCU,255908105,0,0,0,0,.,75754,1987,,,,,,False
3418,19890509,Goal Systems International,GOAL,380203109,0,1,0,0,.,75634,1975,,,,,,False
3419,19890510,Repsol,REP,76026T205,0,0,0,0,.,75632,-99,,,,,,False
3420,19890511,Chempower,CHEM,163865108,0,0,0,0,.,75627,1974,,,,,,False
3421,19890511,Duty Free International,DFII,267084101,0,0,0,0,.,75615,1983,,,,,,False
3422,19890511,Unity Healthcare Holding,UNTY,913298105,0,0,0,0,.,75756,1986,,,,,,False
3423,19890511,VISX,VISX,92844W106,0,0,0,0,.,75757,1986,,,,,,False
3424,19890512,Magnetech,TAPE,559420104,0,0,0,0,.,75758,1963,,,,,,False
3425,19890512,R.O.C. Taiwan Fund,ROC,74965110,0,0,0,0,.,75631,-99,,,,,,False
3426,19890512,Sunrise Technologies,SNRS,86769L103,0,0,0,0,.,75760,1987,,,,,,False
3427,19890515,Bernstein/Leibstone Associates,BLAI,085570109,0,0,0,0,.,75762,1962,,,,,,False
3428,19890515,Consulier Industries,CSLR,21044630,0,0,0,0,.,75764,-99,,,,,,False
3429,19890515,Xsirius Superconductivity,XSCIA,983915208,0,0,0,0,.,75761,1987,,,,,,False
3430,19890516,Nortankers,VLC,656550100,0,0,0,0,.,75624,1989,,,,,,False
3431,19890518,Comptronix,CMPX,20476C106,0,1,0,0,.,75635,1984,,,,,,False
3432,19890518,Putnam High Yield Municipal Tr,PYM,746781103,0,0,0,0,.,75630,-99,,,,,,False
3433,19890518,Unitog,UTOG,913267100,0,0,0,0,.,79410,1932,,,,,,False
3434,19890519,Colonial Invt Grade Muni Trust,CXH,195768106,0,0,1,0,0,75623,-99,,,,,,False
3435,19890523,BP Prudhoe Bay Royalty Trust,BPT,055630107,0,0,0,0,.,75622,1988,,,,,,False
3436,19890523,MC Shipping,MCX,55267Q104,0,0,0,0,.,75629,-99,,,,,,False
3437,19890524,Regent Bancshares,RBNK,758924104,0,0,0,0,.,75766,1956,,,,,,False
3438,19890530,Amerifax,AFAX,030947204,0,0,0,0,.,75772,1988,,,,,,False
3439,19890530,Cabletron Systems,CS,126920107,0,0,0,0,.,75625,1988,,,,,,False
3440,19890531,Bonso Electronics Intl,,098529100,0,0,0,0,.,78705,-99,,,,,,False
3441,19890601,Plum Creek Timber LP,PCL,72923710,0,0,0,0,.,75592,1989,,,,,,False
3442,19890602,IDEX,IEX,45167R104,0,0,0,0,.,75591,1979,,,,,,False
3443,19890608,Benetton Group,BNG,081795403,0,0,0,0,.,75594,-99,,,,,,False
3444,19890608,Cirrus Logic,CRUS,172755100,0,1,0,0,.,75603,1984,,,,,,False
3445,19890608,T/SF Communications,TCM,872857107,0,0,0,0,.,75593,1920,,,,,,False
3446,19890613,Frenchtex,FRCH,357814102,0,0,0,0,.,75777,1987,,,,,,False
3447,19890613,MagneTek,MAG,559424106,0,0,0,0,.,75596,1984,,,,,,False
3448,19890614,Weirton Steel,WS,948774104,0,0,0,0,.,75597,1984,,,,,,False
3449,19890621,Bali Jewelry,BALI,058475203,0,0,0,0,.,75780,1987,,,,,,False
3450,19890621,Smith's Food & Drug Centers,SFD,832388102,0,0,1,0,24148671,75602,1948,,,,,,False
3451,19890622,Allstate Muni Income Trust II,AOT,019911106,0,0,1,0,18510760,76152,-99,,,,,,False
3452,19890622,Europa Cruises,KRUZ,298738105,0,0,0,0,.,75781,1987,,,,,,False
3453,19890622,Nuveen Performance Plus Muni,NPP,67062P108,0,0,0,0,.,75600,-99,,,,,,False
3454,19890622,Rexhall Industries,REXL,761684109,0,0,0,0,.,75606,1986,,,,,,False
3455,19890623,Preferred Homecare of America,PFRD,740374103,0,0,0,0,.,75782,1987,,,,,,False
3456,19890623,Symantec,SYMC,871503108,0,1,0,0,.,75607,1982,,,,,,False
3457,19890628,Synetic,SNTC,87160F109,0,0,0,0,.,75608,1961,,,,,,False
3458,19890629,Handex Environmental Recovery,HAND,410243109,0,0,0,0,.,75609,1968,,,,,,False
3459,19890629,Sports-Tech International,STXL,848913109,0,0,0,0,.,75786,1988,,,,,,False
3460,19890707,Westcott Communications,WCTV,95752F106,0,0,0,0,.,75954,1986,,,,,,False
3461,19890710,Telident,,879931202,0,0,0,0,.,83914,-99,,,,,,False
3462,19890711,Allou Health & Beauty Care,ALLOA,019782101,0,0,0,0,.,75823,1928,,,,,,False
3463,19890711,Tocor,,888908209,0,0,0,0,.,.,1989,,,,,,False
3464,19890713,BEI Electronics,BEII,05538E109,0,0,0,0,.,75801,1974,,,,,,False
3465,19890713,CCAIR,CCAR,124868100,0,0,0,0,.,75651,1984,,,,,,False
3466,19890718,Apex Municipal Fund,APX,03758010,0,0,0,0,.,75640,-99,,,,,,False
3467,19890718,Cortex Pharmaceuticals,CORX,220524201,0,1,0,0,.,75962,1987,,,,,,False
3468,19890720,Cognex,CGNX,192422103,0,1,0,0,.,75654,1981,,,,,,False
3469,19890720,Giddings & Lewis,GIDL,375048105,0,0,0,0,.,76070,1937,,,,,,False
3470,19890720,Lechters,LECH,523238103,0,2,0,0,.,75655,1977,,,,,,False
3471,19890720,MFS Charter Income Trust,MCR,55272710,0,0,0,0,.,75642,-99,,,,,,False
3472,19890721,Deals Are Good,,242317204,0,0,0,0,.,.,-99,,,,,,False
3473,19890721,Teltronics,TELT,879698108,0,0,0,0,.,75968,-99,,,,,,False
3474,19890726,Mascott,DINE,574672101,0,0,0,0,.,75966,1982,,,,,,False
3475,19890727,Eagle Food Centers,EGLE,269514105,0,0,0,0,.,75659,1954,,,,,,False
